Year,d18O,netBal,dust,Fluoride,chloride,sulfate,nitrate,sodio,amonio,potasio,magnesio,calcio,ELARRAS,RBPP-J,RLSAL-S,FDR-S,LL-Salta,RBlan-J,FLPich-S,DQESC-T,RHorq-Tuc,Puerto Cafe,Rio Motoco,Rio Cisne,La Esperanza,DDmaTD,CH4 Law,CO2 Law,DD DC ,D18-0 DC,DEx DC
442,-17.62,,18500,0.00,11.70,0.00,5.64,0.00,38.80,0.00,0.00,0.00,971,1041,1769,696,1242,687,363,1201,1218,944,446,731,743,-282.71,745.79,284.1,-392.9,-50.37,7.8
443,-17.33,,29170,0.00,13.75,0.00,1.51,0.00,34.89,0.00,0.00,0.00,913,931,2035,606,-772,975,142,1970,1316,1438,376,1061,1069,-282.61,745.43,284.06,-392.88,-50.38,7.79
444,-17.26,,22820,0.00,15.24,0.00,0.00,0.00,37.50,0.00,0.00,0.00,916,834,2680,752,-1913,981,-510,3009,1559,1618,337,1030,825,-282.5,745.03,284.02,-392.86,-50.38,7.78
445,-17.95,,29280,0.00,17.19,0.00,0.00,0.00,39.79,0.00,0.00,0.00,1032,1046,1316,873,899,793,1331,937,1014,764,266,1104,957,-282.4,744.58,283.96,-392.84,-50.38,7.77
446,-18.28,,27240,0.00,15.29,0.00,0.00,0.00,33.55,0.00,0.00,0.00,862,898,1266,1476,702,460,1645,1092,1293,1034,223,904,1191,-282.29,744.08,283.9,-392.81,-50.39,7.75
447,-18.44,,12020,0.00,12.98,0.00,0.00,0.00,31.44,0.00,0.00,0.00,936,907,1089,253,577,1043,1045,759,1030,1213,556,1167,1220,-282.17,743.53,283.82,-392.79,-50.39,7.74
448,-18.02,,21600,0.00,11.96,0.00,0.00,0.00,33.46,0.00,0.00,0.00,1209,1102,2373,1458,974,694,-1047,1074,940,584,266,1134,356,-282.05,742.92,283.71,-392.77,-50.4,7.73
449,-18.35,,23580,0.00,10.52,0.00,0.00,0.00,29.51,0.00,0.00,0.00,1071,1117,2139,909,1143,478,330,1074,997,625,160,945,739,-281.92,742.25,283.58,-392.75,-50.4,7.72
450,-18.62,,22500,0.00,9.02,0.00,0.00,0.00,28.24,0.00,0.00,0.00,1045,1075,1562,670,873,708,18,1055,1135,1017,438,1043,732,-281.79,741.52,283.42,-392.73,-50.41,7.7
451,-18.34,,25840,0.00,10.47,0.00,0.00,0.00,27.99,0.00,0.00,0.00,1109,1065,1536,876,1534,545,1056,1186,793,568,419,1027,836,-281.65,740.71,283.22,-392.7,-50.41,7.69
452,-18.07,,30580,0.00,10.53,0.00,0.00,0.00,26.44,0.00,0.00,0.00,966,999,1665,681,1468,403,1130,1089,919,719,364,783,876,-281.51,739.83,282.97,-392.68,-50.41,7.68
453,-18.69,,29520,0.00,11.54,0.00,0.00,0.00,30.81,0.00,0.00,0.00,951,1019,1168,948,845,710,1359,928,1110,854,211,1058,1020,-281.36,738.86,282.67,-392.66,-50.42,7.67
454,-19.05,,19740,0.00,12.75,0.00,2.01,0.00,32.86,0.00,0.00,0.00,968,1097,1238,1087,1172,603,1445,1070,977,719,133,1029,1063,-281.2,737.81,282.32,-392.64,-50.42,7.65
455,-18.19,,19880,0.00,8.97,0.00,0.00,0.00,28.78,0.00,0.00,0.00,932,1003,2049,891,-2419,583,-2847,2665,1782,1331,117,886,938,-281.04,736.67,281.93,-392.62,-50.43,7.64
456,-17.85,,21810,0.00,7.48,0.00,0.00,0.00,23.43,0.00,0.00,0.00,885,904,1860,367,-1371,707,-193,2047,1278,1393,309,979,1245,-280.87,735.43,281.51,-392.6,-50.43,7.63
457,-17.89,,32300,0.00,7.47,0.00,0.00,0.00,23.05,0.00,0.00,0.00,774,898,776,993,87,685,1855,945,1128,1118,160,1075,1337,-280.7,734.1,281.11,-392.57,-50.44,7.62
458,-17.89,,27320,0.00,7.67,0.00,0.00,0.00,22.06,0.00,0.00,0.00,876,969,1534,734,-2403,984,11,1379,1185,1258,145,1161,1250,-280.52,732.67,280.76,-392.55,-50.44,7.6
459,-18.05,,33160,0.00,7.27,0.00,0.00,0.00,21.50,0.00,0.00,0.00,1104,1278,2064,768,-217,355,-2155,1432,1561,854,106,975,770,-280.33,731.14,280.47,-392.53,-50.45,7.59
460,-18.36,,26160,0.00,11.70,0.00,5.64,0.00,38.80,0.00,0.00,0.00,880,1011,1714,1030,-1017,226,-1143,1981,1629,1163,133,855,1019,-280.14,729.51,280.26,-392.51,-50.45,7.58
461,-18.12,,35960,0.00,14.04,0.00,3.01,0.00,38.54,0.00,0.00,0.00,980,1093,1672,593,-2479,1021,-1175,1415,1330,1164,117,1173,1032,-279.95,727.79,280.14,-392.49,-50.45,7.56
462,-17.76,,25800,0.00,13.45,0.00,0.00,0.00,31.23,0.00,0.00,0.00,1026,1080,2174,-12,-2961,1294,-1970,1899,1224,1334,204,1207,968,-279.75,725.97,280.09,-392.46,-50.46,7.55
463,-17.39,,28840,0.00,16.69,0.00,0.00,0.00,39.77,0.00,0.00,0.00,1108,1051,1316,8,-451,1297,40,936,1098,1165,403,1398,1114,-279.55,724.07,280.09,-392.44,-50.46,7.54
464,-17.68,,41800,0.00,16.23,0.00,0.00,0.00,37.53,0.00,-0.04,0.00,1062,1151,1204,749,-26,932,515,1055,1186,820,137,1237,1078,-279.34,722.09,280.13,-392.42,-50.47,7.53
465,-17.17,,32560,0.00,14.14,0.00,0.00,0.00,32.50,0.00,-0.02,0.00,1040,1124,1790,378,-1110,887,-1187,1355,1324,1124,223,1134,932,-279.13,720.04,280.2,-392.4,-50.47,7.51
466,-16.00,,33440,0.00,11.90,0.00,0.00,0.00,33.96,0.00,0.00,0.00,962,1001,1621,92,-1096,1058,-207,1286,1152,1253,309,1172,1032,-278.92,717.94,280.28,-392.38,-50.48,7.5
467,-16.09,,27420,0.00,12.02,0.00,0.00,0.00,32.95,0.00,0.00,0.00,965,1097,1092,145,-64,1253,2100,555,1052,944,239,1435,1254,-278.71,715.81,280.37,-392.36,-50.48,7.49
468,-17.36,,30170,0.00,9.77,0.00,0.00,0.00,28.88,0.00,0.00,0.00,863,979,1680,1206,-1170,593,292,1425,1432,1168,117,983,1109,-278.5,713.65,280.46,-392.33,-50.48,7.48
469,-18.31,,31440,0.00,9.02,0.00,0.00,0.00,26.19,0.00,0.00,0.00,1043,1139,1526,890,603,659,796,1057,1081,719,137,1113,972,-278.28,711.49,280.55,-392.31,-50.49,7.46
470,-18.32,,27840,0.00,11.22,0.00,0.00,0.00,28.12,0.00,0.00,0.00,874,937,1978,703,-2322,1176,655,1353,1120,1348,176,1187,1194,-278.07,709.35,280.63,-392.29,-50.49,7.45
471,-17.65,,34780,0.00,11.54,0.00,0.00,0.00,30.81,0.00,0.00,0.00,921,984,1097,413,121,1087,1647,598,1079,1006,278,1247,1152,-277.86,707.24,280.69,-392.27,-50.5,7.44
472,-17.35,,24760,0.00,7.73,0.00,0.00,0.00,23.15,0.00,-0.01,0.00,993,1131,1558,1084,-110,800,1117,936,1195,781,67,1122,894,-277.65,705.18,280.75,-392.25,-50.5,7.43
473,-17.44,,23000,0.00,13.37,0.00,2.01,0.00,35.68,0.00,0.00,0.00,883,926,1534,-2,-48,660,635,1978,1331,1432,501,837,1088,-277.44,703.19,280.79,-392.22,-50.51,7.41
474,-18.56,,48120,0.00,7.58,0.00,0.00,0.00,21.80,0.00,0.00,0.00,934,953,1188,490,735,825,1283,735,1076,989,391,1104,1037,-277.21,699.94,280.82,-392.2,-49.95,7.4
475,-19.05,,37080,0.00,7.42,0.00,0.00,0.00,24.06,0.00,0.00,0.00,904,891,1035,126,629,886,1163,616,1033,1168,560,1120,1205,-277.06,699.63,280.86,-392.23,-49.95,7.39
476,-18.88,,41680,0.00,7.67,0.00,0.00,0.00,22.06,0.00,0.00,0.00,899,924,1543,10,-420,1318,968,1075,989,1380,423,1210,1117,-276.94,699.28,280.9,-392.25,-49.95,7.38
477,-18.63,,36440,0.00,7.27,0.00,0.00,0.00,21.50,0.00,0.00,0.00,1008,1051,1060,547,587,1198,1480,705,1030,902,391,1333,1095,-276.84,698.92,280.93,-392.28,-49.96,7.37
478,-18.40,,33860,0.00,9.00,0.00,0.00,0.00,28.61,0.00,0.00,0.00,901,932,1366,429,347,820,918,1035,1165,1196,407,1019,1091,-276.77,698.53,280.96,-392.31,-49.96,7.36
479,-17.89,,30360,0.00,8.19,0.00,0.00,0.00,25.28,0.00,0.00,0.00,968,1016,1490,682,1143,641,762,915,1120,915,407,922,866,-276.72,698.13,280.99,-392.34,-49.96,7.35
480,-17.69,,26220,0.00,7.56,0.00,0.00,0.00,24.85,0.00,0.00,0.00,978,1040,1443,1034,1390,1060,893,963,927,646,505,731,587,-276.69,697.71,281.01,-392.36,-49.96,7.34
481,-17.75,,16420,0.00,8.46,0.00,0.00,0.00,29.69,0.00,0.00,0.00,991,1052,1610,898,1420,824,777,925,997,736,438,818,618,-276.69,697.29,281.03,-392.39,-49.97,7.34
482,-17.18,,25250,0.00,9.97,0.00,0.00,0.00,29.67,0.00,0.00,0.00,973,1071,1439,901,1334,861,639,926,1044,859,497,788,588,-276.7,696.87,281.05,-392.42,-49.97,7.33
483,-16.76,,32480,0.00,7.83,0.00,0.00,0.00,24.27,0.00,0.00,0.00,953,1045,1475,737,1266,744,605,1001,1141,947,462,799,709,-276.74,696.44,281.07,-392.44,-49.97,7.32
484,-16.47,,15630,0.00,16.29,0.00,5.93,0.00,39.13,0.00,0.23,0.00,904,906,1142,480,926,645,1197,827,1111,1048,505,927,1059,-276.79,696.02,281.08,-392.47,-49.97,7.31
485,-16.48,,31840,0.00,16.64,0.00,7.01,0.00,41.29,0.00,0.28,0.00,1016,1042,1575,801,1222,654,903,893,1028,774,368,1004,767,-276.87,695.6,281.09,-392.5,-49.97,7.3
486,-17.47,,27460,0.00,18.39,0.00,7.41,0.00,43.06,0.00,0.38,0.00,906,957,1388,581,709,674,805,1131,1270,1134,407,908,966,-276.96,695.19,281.09,-392.52,-49.98,7.29
487,-18.57,,27840,0.00,17.44,0.00,4.55,0.00,38.61,0.00,0.00,0.00,910,999,1970,814,-1069,1084,347,1346,1357,1269,196,1147,946,-277.07,694.79,281.1,-392.55,-49.98,7.28
488,-17.24,,37080,0.00,11.51,0.00,0.00,0.00,32.22,0.00,0.00,0.00,910,1000,1292,252,846,1116,766,1556,1088,1501,760,1094,1061,-277.19,694.41,281.1,-392.58,-49.98,7.27
489,-16.88,,22010,0.00,9.73,0.00,0.00,0.00,33.39,0.00,0.00,0.00,982,1305,2147,690,839,785,-1459,1188,1476,963,188,874,570,-277.32,694.03,281.1,-392.61,-49.98,7.26
490,-17.14,,23600,0.00,8.64,0.00,0.00,0.00,32.93,0.00,0.00,0.00,887,1011,1731,1305,117,532,822,1237,1668,1052,125,889,1026,-277.47,693.68,281.1,-392.63,-49.99,7.25
491,-17.55,,20730,0.00,8.58,0.00,0.00,0.00,34.63,0.00,0.00,0.00,888,919,1582,758,-376,980,1255,1063,1266,1258,294,1110,1147,-277.63,693.34,281.1,-392.66,-49.99,7.24
492,-17.73,,20920,0.00,7.52,0.50,0.00,0.00,29.73,0.00,0.00,0.00,983,1004,1341,682,454,1047,990,750,1106,1009,352,1219,1008,-277.8,693.02,281.09,-392.69,-49.99,7.23
493,-17.23,,22820,0.00,8.04,0.00,0.00,0.00,28.01,0.00,0.00,0.00,948,984,1419,635,415,952,851,860,1160,1096,364,1142,1020,-277.99,692.72,281.09,-392.71,-49.99,7.23
494,-16.65,,16100,0.00,10.74,0.00,0.00,0.00,27.95,0.00,0.00,0.00,1015,1034,1419,740,387,1089,854,779,1109,977,321,1258,925,-278.18,692.44,281.08,-392.74,-49.99,7.22
495,-16.72,,18410,0.00,10.36,0.00,0.00,0.00,34.90,0.00,0.00,0.00,1053,1007,2201,1398,1187,977,143,1029,822,449,278,933,389,-278.38,692.18,281.07,-392.77,-50,7.21
496,-17.33,,18980,0.00,7.37,0.00,13.23,0.00,25.88,0.00,0.00,0.00,943,1098,2255,1030,1584,1048,615,980,1017,629,352,575,598,-278.59,691.94,281.05,-392.79,-50,7.2
497,-17.99,,22060,0.00,13.08,0.59,19.51,0.00,29.53,0.00,0.62,0.67,940,1076,1648,902,1417,970,671,1001,1103,832,489,619,637,-278.81,691.72,281.04,-392.82,-50,7.19
498,-18.11,,25210,0.00,38.25,0.50,37.79,0.00,35.61,0.00,0.00,0.00,967,1014,1714,780,1468,825,1111,965,911,679,446,736,751,-279.03,691.52,281.02,-392.85,-50,7.18
499,-18.29,,22110,0.00,7.73,0.00,4.46,0.00,59.85,0.00,0.00,0.00,1019,1042,1667,870,1395,752,833,919,969,719,427,918,729,-279.26,691.34,281,-392.88,-50.01,7.17
500,-18.06,,22340,0.00,10.07,0.79,12.37,0.00,32.46,0.00,0.00,0.00,986,979,1116,1035,1139,992,1099,925,1035,776,783,864,885,-279.5,691.18,280.98,-392.9,-50.01,7.16
501,-17.83,,24210,0.00,8.87,0.00,3.30,0.00,26.78,0.00,0.00,0.00,936,952,1219,640,1161,634,1470,816,1017,854,435,979,978,-279.74,691.04,280.96,-392.93,-50.01,7.15
502,-18.24,,19700,0.00,6.87,0.67,0.00,0.00,18.47,0.00,0.00,0.00,873,918,1395,783,542,495,1005,1652,1584,1213,423,705,954,-279.98,690.92,280.93,-392.96,-50.01,7.14
503,-18.95,,18200,0.00,18.61,1.35,35.71,0.00,39.81,0.00,0.40,0.00,943,979,1363,643,1290,564,1585,943,832,712,454,877,524,-280.22,690.82,280.91,-392.98,-50.01,7.13
504,-18.87,,35560,0.00,13.22,1.30,20.95,0.00,32.08,0.00,0.36,0.00,878,883,1376,534,701,557,1376,1082,1156,957,536,630,1021,-280.47,690.73,280.88,-393.01,-50.02,7.12
505,-18.11,,21190,0.00,6.78,0.00,4.13,0.00,20.00,0.00,0.00,0.00,895,912,1424,694,1074,496,1490,959,1125,899,407,802,846,-280.72,690.67,280.85,-393.04,-50.02,7.11
506,-17.79,,17390,0.00,8.22,1.30,10.55,0.00,25.12,0.00,0.00,0.00,902,882,1186,508,755,606,1297,943,974,885,658,699,1210,-280.97,690.62,280.81,-393.06,-50.02,7.11
507,-17.57,,17170,0.00,6.13,0.00,0.00,0.00,22.42,0.00,0.00,0.00,922,971,1336,795,1241,598,1767,863,1028,811,317,970,1050,-281.22,690.58,280.78,-393.09,-50.02,7.1
508,-18.00,,23870,0.00,6.03,0.00,4.82,0.00,23.23,0.00,0.00,0.00,861,921,1597,1558,602,321,1370,1429,1698,1107,211,811,1119,-281.47,690.56,280.74,-393.12,-50.02,7.09
509,-18.50,,16390,0.00,8.67,0.00,13.96,0.00,27.20,0.00,0.00,0.00,912,943,1281,719,1211,563,1687,866,1034,842,364,942,1358,-281.72,690.56,280.7,-393.15,-50.03,7.08
510,-18.39,,19110,0.00,9.47,0.00,2.28,0.00,24.02,0.00,0.00,0.00,913,950,1464,886,168,892,1253,933,1350,1109,278,1112,1273,-281.97,690.56,280.66,-393.17,-50.03,7.07
511,-18.81,,17400,0.00,7.58,0.54,0.00,0.00,10.66,0.00,0.00,0.00,898,933,1464,855,711,564,1122,1138,1403,1086,337,928,1003,-282.21,690.58,280.62,-393.2,-50.03,7.06
512,-18.75,,16620,0.00,6.48,1.66,0.00,0.00,0.00,0.00,0.00,0.00,853,937,1805,1558,1221,248,1767,1203,1493,911,180,749,867,-282.45,690.62,280.58,-393.23,-50.03,7.05
513,-18.48,,21350,0.00,5.71,1.65,0.00,0.00,0.00,0.00,0.00,0.00,924,936,1367,671,1047,565,1246,946,1196,961,407,931,887,-282.69,690.66,280.54,-393.25,-50.04,7.04
514,-17.83,,23460,0.00,6.18,1.45,0.00,0.00,0.00,0.00,0.00,0.00,934,938,1295,580,854,718,1066,923,1217,1060,439,1028,1145,-282.93,690.71,280.5,-393.28,-50.04,7.03
515,-17.51,,21000,0.00,6.03,1.25,0.00,0.00,0.00,0.00,0.00,0.00,914,939,1382,543,727,627,861,1223,1326,1156,466,935,904,-283.16,690.78,280.46,-393.31,-50.04,7.02
516,-17.13,,20230,0.00,9.81,1.89,2.35,0.00,27.99,0.00,0.00,0.00,899,966,1700,1230,-225,761,989,1233,1562,1157,204,1065,1048,-283.38,690.85,280.41,-393.33,-50.04,7.01
517,-16.85,,20560,0.00,10.46,1.27,0.00,0.00,26.45,0.00,0.00,0.00,885,915,1452,755,707,419,1072,1362,1452,1110,407,809,1187,-283.61,690.93,280.37,-393.36,-50.04,7
518,-17.14,,30260,0.00,10.18,1.74,0.00,0.00,34.88,0.00,0.00,0.00,905,929,1369,476,608,610,873,1329,1356,1203,482,929,1281,-283.82,691.02,280.33,-393.39,-50.05,7
519,-18.34,,23500,0.00,8.41,1.65,0.00,0.00,13.47,0.00,0.00,0.00,943,947,1294,506,998,582,960,1092,1157,1025,619,830,1070,-284.03,691.11,280.29,-393.42,-50.05,6.99
520,-19.04,,26460,0.00,8.47,1.52,0.00,0.00,26.71,0.00,0.00,0.00,896,934,1977,289,-591,714,966,2172,1490,1528,439,1005,1328,-284.24,691.21,280.25,-393.44,-50.05,6.98
521,-19.32,,28300,0.00,9.16,2.11,0.00,0.00,19.10,0.00,0.00,0.00,880,918,1451,-350,-47,753,1571,1254,1192,1473,489,1109,1489,-284.44,691.32,280.21,-393.47,-50.05,6.97
522,-18.80,,26020,0.00,9.29,1.83,0.00,0.00,30.06,0.00,0.00,0.00,888,892,1048,530,1025,596,1588,842,1154,982,419,994,1316,-284.63,691.43,280.17,-393.5,-50.06,6.96
523,-17.23,,31220,0.00,8.81,1.41,0.00,0.00,24.48,0.00,0.00,0.00,1370,494,1193,1952,1486,995,366,2430,1452,402,529,1601,386,-284.81,691.55,280.14,-393.52,-50.06,6.95
524,-16.49,,26420,0.00,12.56,1.60,4.40,0.00,28.54,0.00,0.00,0.00,1126,1030,1736,1007,1510,638,735,1183,894,581,446,1045,746,-284.99,691.67,280.1,-393.55,-50.06,6.94
525,-17.54,,31780,0.00,18.23,1.82,9.65,0.00,34.50,2.96,0.00,0.00,1010,964,1079,2145,879,545,1043,790,1256,1034,1222,1025,1077,-285.16,691.79,280.07,-393.58,-50.06,6.93
526,-17.75,,25000,0.00,17.88,1.80,13.77,0.00,44.01,0.00,0.00,0.00,1003,977,1161,200,563,1360,820,842,1100,1303,619,1357,1221,-285.32,691.92,280.03,-393.6,-50.06,6.92
527,-17.47,,12980,0.00,8.16,1.43,6.20,0.00,23.59,0.00,0.00,0.00,1034,1057,1495,1022,182,1101,824,904,1393,944,204,1225,1085,-285.48,692.05,280,-393.63,-50.07,6.91
528,-17.03,,12480,0.00,9.26,1.89,6.32,0.00,28.15,0.00,0.00,0.00,1004,1002,1335,768,1099,774,1123,917,1212,892,341,1107,1036,-285.62,692.19,279.97,-393.66,-50.07,6.9
529,-16.57,,20670,0.00,7.53,1.46,3.55,0.00,25.43,0.00,0.00,0.00,1106,1015,981,553,631,1491,1030,604,1129,1069,493,1491,1084,-285.76,692.32,279.94,-393.69,-50.07,6.89
530,-18.01,,19820,0.00,8.05,1.64,6.10,0.00,35.44,0.00,0.00,0.00,1146,1037,976,680,654,1558,1000,648,1136,1034,482,1527,1137,-285.9,692.46,279.92,-393.71,-50.07,6.88
531,-18.21,,33660,0.00,9.82,1.42,0.00,0.00,27.73,0.00,0.00,0.00,986,1004,964,689,1069,1006,1644,755,1164,898,337,1223,1212,-286.02,692.6,279.89,-393.74,-50.08,6.88
532,-17.46,,12900,0.00,10.98,1.41,2.93,0.00,27.64,0.00,0.00,0.00,904,910,1302,81,-199,1116,1375,865,1230,1304,392,1286,1329,-286.13,692.74,279.87,-393.77,-50.08,6.87
533,-16.69,,14440,0.00,12.11,0.52,3.69,0.00,22.81,9.96,0.00,0.00,1272,1073,1203,1400,1341,982,750,1234,1165,742,529,1407,972,-286.24,692.88,279.85,-393.79,-50.08,6.86
534,-16.96,,22180,0.00,9.31,1.18,0.00,0.00,15.63,0.00,0.00,0.00,1122,1157,1563,1217,1160,916,1401,1209,960,585,110,1169,1003,-286.34,693.02,279.83,-393.82,-50.08,6.85
535,-17.29,,26380,0.00,9.23,0.00,1.69,0.00,14.49,0.00,0.00,0.00,1069,1238,1231,1042,1962,845,2153,1326,482,494,239,1144,1065,-286.43,693.16,279.81,-393.85,-50.08,6.84
536,-17.37,,28380,0.00,8.97,0.00,5.84,0.00,17.77,0.00,0.00,0.00,789,1146,621,289,658,298,1808,507,958,820,674,1242,1777,-286.51,693.3,279.79,-393.87,-50.09,6.83
537,-17.39,,16480,0.00,10.26,0.00,5.14,0.00,18.18,0.00,0.00,0.00,842,1105,574,150,1839,860,2737,469,958,846,368,1317,1639,-286.58,693.45,279.77,-393.9,-50.09,6.82
538,-16.44,,33150,0.00,6.20,0.00,0.00,0.00,13.02,0.00,0.00,0.00,1089,1405,993,1205,1903,1180,2740,1402,338,449,180,1252,1211,-286.34,693.04,279.83,-393.82,-50.08,6.85
539,-15.35,,18700,0.00,5.90,0.00,0.00,0.00,13.35,0.00,0.45,0.00,1008,1061,1218,1199,392,1116,1541,858,1341,871,161,1226,1085,-286.03,692.63,279.89,-393.74,-50.08,6.87
540,-16.25,,24940,0.00,10.36,0.54,3.52,0.00,13.26,0.00,0.76,0.82,822,949,626,-152,616,447,1688,295,1053,948,674,1233,1624,-285.64,692.22,279.97,-393.66,-50.07,6.9
541,-16.49,,25560,0.00,9.78,0.00,9.08,0.00,15.44,0.00,0.36,0.00,1081,1088,844,645,949,1281,1567,644,1120,903,482,1467,1354,-285.19,691.84,280.06,-393.58,-50.06,6.93
542,-16.46,,27860,0.00,15.26,0.00,35.25,0.00,19.56,0.00,0.00,0.00,947,919,1058,412,938,738,1181,771,1137,1034,540,1088,1320,-284.67,691.48,280.16,-393.49,-50.06,6.95
543,-17.36,,18220,0.00,70.09,0.00,188.51,0.00,78.80,0.00,0.00,0.00,844,851,918,361,275,364,1574,886,852,854,572,813,1417,-284.08,691.15,280.28,-393.41,-50.05,6.98
544,-17.46,,28280,0.00,68.24,1.39,222.76,0.00,85.09,0.00,0.00,0.00,1015,1003,2749,1820,931,1265,-1013,1042,783,390,251,903,316,-283.44,690.88,280.4,-393.33,-50.04,7.01
545,-17.02,,24460,0.51,15.47,1.74,41.32,0.00,25.09,0.00,0.69,0.94,965,982,1511,691,1345,820,1255,1054,776,621,552,688,907,-282.76,690.67,280.52,-393.25,-50.04,7.04
546,-17.41,,27720,0.00,9.38,0.00,15.96,0.00,14.24,0.00,0.66,0.00,1011,1035,1786,763,1377,605,866,953,1055,765,364,934,795,-282.04,690.54,280.64,-393.17,-50.03,7.06
547,-17.71,,21750,0.00,8.77,0.00,2.85,0.00,12.14,0.00,0.15,0.00,970,1083,2198,844,1538,831,581,1000,1090,719,360,696,706,-281.3,690.51,280.75,-393.09,-50.02,7.09
548,-17.17,,18860,0.00,9.06,0.00,0.00,0.00,11.25,0.00,0.00,0.00,948,994,1563,743,1457,917,1426,1097,590,494,490,640,818,-280.55,690.6,280.85,-393.01,-50.02,7.12
549,-16.63,,27260,0.00,11.01,0.00,5.54,0.00,16.27,0.00,0.27,0.00,878,936,1167,582,766,768,1605,1101,379,539,615,512,1057,-279.81,690.82,280.93,-392.93,-50.01,7.14
550,-16.52,,12900,0.00,13.67,0.00,8.80,0.00,18.00,0.00,0.00,0.00,914,913,1250,580,1037,769,1279,955,957,834,650,646,1041,-279.1,691.19,280.99,-392.85,-50,7.17
551,-16.47,,25040,0.00,7.53,0.00,3.59,0.00,12.48,0.00,0.25,0.00,910,928,1062,641,1027,821,1089,914,1030,1034,830,706,1123,-278.43,691.72,281.04,-392.76,-49.99,7.2
552,-17.39,,26640,0.00,9.11,0.00,1.60,0.00,12.11,0.00,0.22,0.00,898,891,1162,605,797,684,1373,952,839,764,666,667,1177,-277.83,692.42,281.07,-392.68,-49.99,7.22
553,-17.92,,12960,0.00,6.52,0.00,3.18,0.00,9.94,0.00,0.00,0.00,915,869,1006,1293,791,592,1120,754,1112,944,987,828,1351,-277.32,693.26,281.08,-392.6,-49.98,7.25
554,-17.61,,24260,0.00,9.93,0.00,6.71,0.00,16.50,0.96,0.17,0.00,945,900,582,2385,1087,983,1420,801,1272,927,1285,839,1318,-276.93,694.24,281.07,-392.52,-49.97,7.28
555,-17.67,,21540,0.00,6.46,0.00,0.00,0.00,9.82,0.00,0.00,0.00,899,972,1103,437,1010,748,689,1646,1162,1320,674,804,912,-276.66,695.31,281.05,-392.44,-49.97,7.3
556,-18.14,,11990,0.00,6.95,0.00,0.00,0.00,11.75,0.00,0.17,0.00,999,1028,1578,880,1492,803,1102,987,890,629,439,848,785,-276.57,696.4,281.01,-392.36,-49.96,7.33
557,-18.47,,24600,0.00,6.07,0.00,0.00,0.00,9.74,0.00,0.00,0.00,960,1015,393,1699,493,2131,1287,1055,1434,719,1222,838,984,-276.66,697.44,280.94,-392.28,-49.95,7.36
558,-17.66,,23590,0.00,6.92,0.00,0.00,0.00,11.18,0.00,0.22,0.00,974,964,1189,771,1190,647,1101,844,1045,853,642,942,1094,-276.97,698.35,280.85,-392.2,-49.95,7.38
559,-17.23,,25160,0.00,8.09,0.00,0.00,0.00,10.71,0.00,0.00,0.00,965,941,1018,1615,917,859,1100,707,1214,1004,1140,916,1189,-277.52,699.01,280.73,-392.12,-49.94,7.41
560,-17.28,,24420,0.00,19.39,5.59,10.48,12.03,15.60,7.66,0.61,1.27,1067,1240,2261,814,572,558,-1037,1055,1241,809,161,1001,634,-278.31,699.36,280.59,-392.03,-49.93,7.44
561,-17.53,,22580,0.00,13.89,1.50,10.18,0.00,20.70,0.00,0.00,0.00,1001,1085,1615,588,731,678,36,1160,1126,1051,407,1002,853,-279.34,699.34,280.44,-391.95,-49.93,7.47
562,-17.54,,26680,0.00,9.36,1.28,6.96,0.00,22.11,0.00,0.00,0.00,919,920,1096,724,803,715,1143,910,1081,1017,897,667,1093,-280.59,698.93,280.29,-391.87,-49.92,7.49
563,-17.54,,19240,0.00,11.27,0.00,14.59,0.00,15.30,0.00,0.00,0.00,967,1066,846,984,653,1337,1504,932,903,980,932,745,734,-282.01,698.18,280.15,-391.79,-49.91,7.52
564,-17.89,,25270,0.00,7.65,0.00,6.13,0.00,32.63,0.00,0.00,0.00,647,1022,-44,-481,-1079,2947,2365,1339,1392,539,1222,648,595,-283.53,697.17,280.03,-391.71,-49.91,7.55
565,-18.25,,18960,0.00,6.32,1.03,0.00,0.00,41.27,0.00,0.00,0.00,966,1074,935,1033,757,1330,1443,964,900,830,815,696,935,-285.08,696.02,279.93,-391.63,-49.9,7.57
566,-18.92,,15840,0.00,6.80,0.00,1.95,0.00,29.00,0.00,0.00,0.00,1003,1045,794,798,547,1942,1950,1072,1179,779,1030,1057,730,-286.57,694.89,279.86,-391.55,-49.89,7.6
567,-19.08,,21420,0.00,6.92,0.00,6.94,0.00,25.68,0.00,0.00,0.00,927,1058,721,797,75,1734,1962,889,856,917,1132,611,849,-287.93,693.95,279.8,-391.47,-49.89,7.63
568,-18.99,,26760,0.00,9.03,0.00,30.95,0.00,23.24,0.00,0.00,0.00,1046,1145,1202,1051,1056,844,1036,1074,819,901,646,938,762,-289.08,693.34,279.75,-391.39,-49.88,7.65
569,-17.16,,26520,0.00,8.04,0.00,33.97,0.00,28.73,0.00,0.26,0.00,979,1040,915,933,515,1479,1798,948,936,809,952,801,785,-289.98,693.24,279.71,-391.3,-49.87,7.68
570,-16.54,,33740,0.00,5.59,0.00,9.38,0.00,31.19,0.00,0.30,0.00,935,1073,767,723,76,1761,2179,892,834,909,1112,690,751,-290.62,693.76,279.66,-391.22,-49.87,7.71
571,-16.98,,43640,0.00,6.87,0.00,3.26,0.00,18.04,0.00,0.00,0.00,961,1046,887,880,494,1385,1895,953,875,919,1003,685,831,-290.99,694.99,279.6,-391.14,-49.86,7.73
