Year,d18O,netBal,dust,Fluoride,chloride,sulfate,nitrate,sodio,amonio,potasio,magnesio,calcio,ELARRAS,RBPP-J,RLSAL-S,FDR-S,LL-Salta,RBlan-J,FLPich-S,DQESC-T,RHorq-Tuc,Puerto Cafe,Rio Motoco,Rio Cisne,La Esperanza,DDmaTD,CH4 Law,CO2 Law,DD DC ,D18-0 DC,DEx DC
1224,-20.34,0.973,23167,0.00,19.09,0.00,47.49,0.00,20.97,0.00,0.14,0.49,956,931,904,1246,1029,940,744,1227,929,1240,741,1217,1007,-281.6,671.46,282.56,-394.34,-50.59,10.42
1225,-18.64,1.325,20650,0.00,44.20,0.00,137.65,3.00,48.28,1.93,0.07,0.40,941,1037,918,1493,1279,963,737,1515,1015,1394,1027,1097,1095,-283.6,671,282.5,-394.67,-50.64,10.43
1226,-17.72,1.323,15125,0.00,11.32,0.25,20.06,0.00,12.31,0.00,0.14,0.00,1031,907,916,1266,1030,1021,761,1118,841,1126,959,1304,1104,-292.8,670.54,282.46,-395,-50.68,10.45
1227,-17.72,0.646,12850,0.00,9.14,0.00,10.95,0.00,11.21,0.00,0.00,0.00,950,981,834,1357,1022,830,740,1505,961,1312,1032,1042,1189,-291.1,670.08,282.42,-395.33,-50.72,10.46
1228,-16.42,0.997,21467,0.00,15.60,2.80,17.63,0.00,18.72,0.00,0.32,0.56,1003,940,926,1416,1209,1095,741,1273,1007,1300,1128,1326,1167,-291.7,669.62,282.38,-395.66,-50.77,10.48
1229,-14.51,0.644,26150,0.00,12.70,4.14,13.36,0.00,16.44,0.00,0.36,1.36,995,988,1088,1393,1584,1261,819,1369,1295,1458,1347,1394,1310,-294.3,669.16,282.34,-395.99,-50.81,10.49
1230,-14.00,0.672,20150,0.58,12.74,18.51,59.18,0.00,30.83,3.31,1.73,4.78,1080,944,1043,993,1366,1776,815,1176,1187,1328,1207,1671,1110,-295.4,668.7,282.3,-395.3,-50.69,10.24
1231,-15.41,0.642,40600,0.75,13.95,8.05,75.62,0.00,18.45,2.99,0.34,1.46,959,1026,947,1455,1356,1101,717,1382,1119,1415,1185,1215,1154,-291.4,668.28,282.28,-394.61,-50.58,9.99
1232,-17.46,0.990,26800,0.00,11.66,9.46,16.86,0.00,15.88,0.00,0.59,2.84,1073,1078,1023,1223,1257,815,1214,1249,849,1114,841,1445,668,-290.3,667.86,282.26,-393.92,-50.46,9.74
1233,-18.11,1.309,15575,0.00,13.46,20.84,14.91,0.00,17.44,0.77,1.23,3.90,1006,1034,730,1197,1063,1025,1152,985,770,1071,903,1219,737,-287.4,667.44,282.24,-393.23,-50.34,9.49
1234,-18.45,0.958,17100,0.00,13.53,10.59,16.71,0.00,20.15,1.03,0.57,1.82,1022,1020,796,1052,1035,1072,1117,948,948,936,878,1265,717,-284.1,667.02,282.22,-392.54,-50.22,9.24
1235,-18.59,1.305,14450,0.00,8.69,0.62,11.31,0.00,15.01,0.00,0.00,0.00,970,1009,938,1348,986,1088,1206,899,834,839,669,1061,684,-275.5,666.6,282.2,-391.85,-50.11,8.99
1236,-18.06,0.984,13067,0.00,10.00,0.00,27.51,0.00,19.98,2.04,0.10,0.00,862,981,605,1194,1014,1072,1244,953,723,1047,839,631,783,-269,666.22,282.16,-391.15,-49.99,8.74
1237,-17.24,0.954,12400,0.00,10.15,0.57,42.49,0.00,24.46,0.88,0.08,0.00,967,1039,1001,1038,1106,1179,1121,971,1269,830,839,1202,775,-272.1,665.84,282.12,-390.46,-49.87,8.49
1238,-17.17,1.299,10125,0.00,11.74,0.00,35.46,0.00,22.57,0.00,0.00,0.00,935,999,1030,1067,1071,1024,1021,902,1179,905,875,1140,898,-275.8,665.46,282.08,-389.77,-49.75,8.24
1239,-14.71,1.297,13550,0.00,10.20,0.53,92.86,0.00,41.75,0.68,0.22,0.00,921,1021,1031,1069,1141,1103,1192,910,1160,994,926,1188,682,-271,665.08,282.04,-389.08,-49.64,7.99
1240,-17.77,0.950,21200,0.00,12.07,1.30,63.26,0.00,35.84,1.05,0.32,0.00,939,986,821,1099,776,851,1007,808,980,1004,868,1220,827,-292.6,664.7,282,-388.39,-49.52,7.74
1241,-18.13,0.661,22850,0.00,8.03,0.73,14.79,0.00,14.01,0.00,0.16,0.00,954,993,948,1121,778,1423,910,813,1168,986,894,1310,1054,-306.4,664.38,281.98,-387.7,-49.4,7.5
1242,-17.46,0.947,31033,0.00,11.01,0.00,7.34,0.00,12.65,0.00,0.11,0.00,941,957,728,1254,677,1344,809,677,1109,1155,1052,1356,993,-304.4,664.06,281.96,-388,-49.42,7.38
1243,-17.83,0.974,25733,0.00,9.73,0.00,1.19,0.00,9.34,0.00,0.00,0.00,1015,1078,1029,1040,701,924,1012,943,1364,756,764,1353,729,-301.2,663.74,281.94,-388.3,-49.45,7.27
1244,-15.78,0.629,37250,0.00,11.78,0.00,2.90,0.00,13.24,0.00,0.00,0.00,863,904,784,1277,993,964,953,839,1054,1135,979,976,936,-282.8,663.42,281.92,-388.6,-49.47,7.15
1245,-16.88,1.285,22700,0.13,11.55,0.00,3.79,0.00,12.72,0.00,0.13,0.35,918,1014,1059,1435,1022,1080,905,819,1097,1074,939,1368,1006,-278.7,663.1,281.9,-388.9,-49.49,7.04
1246,-17.32,0.656,31400,0.00,12.49,0.00,3.96,0.00,13.06,0.00,0.00,0.00,983,1144,1044,1335,787,1014,919,924,1197,848,735,1444,888,-283.5,662.37,281.9,-389.2,-49.52,6.92
1247,-18.55,1.253,24075,0.00,14.54,0.00,7.70,0.00,14.89,0.00,0.00,0.00,865,888,686,1050,935,960,825,860,921,1143,886,944,1083,-288.5,661.63,281.9,-389.5,-49.54,6.81
1248,-19.28,0.711,26450,0.00,18.47,0.00,11.02,0.00,29.94,0.00,0.00,0.00,919,1068,1012,1423,913,1065,911,819,1235,937,834,1289,1135,-285.7,660.9,281.9,-389.8,-49.56,6.69
1249,-16.40,0.993,22433,0.38,15.60,0.00,6.36,0.00,23.89,0.00,0.00,0.00,913,1000,1055,1298,1021,995,863,801,952,1038,795,1272,925,-280,661.4,281.9,-390.1,-49.58,6.58
1250,-18.34,1.020,22967,0.00,17.55,0.00,8.78,0.00,24.94,0.00,0.00,0.00,928,1032,969,1169,899,917,1206,953,1170,713,569,1063,598,-274.5,661.9,281.9,-390.4,-49.61,6.46
1251,-19.94,1.330,15350,0.00,15.54,0.00,10.87,0.00,24.89,0.00,0.00,0.65,851,983,898,1020,1139,809,1237,922,1020,942,640,820,763,-263.3,661.74,281.9,-390.7,-49.63,6.35
1252,-20.38,0.989,18300,0.00,15.68,0.00,10.07,0.00,24.74,0.00,0.00,0.00,870,979,1274,1013,1139,883,966,868,749,1159,711,1162,951,-262.5,661.58,281.9,-391,-49.65,6.23
1253,-20.37,1.015,20533,0.00,23.48,0.00,23.32,0.00,34.15,0.00,0.00,0.00,896,1005,1087,996,1051,860,1055,824,915,965,604,1118,836,-272.9,661.42,281.9,-391.3,-49.68,6.12
1254,-18.38,0.986,19700,0.00,14.25,0.43,10.99,0.00,23.83,0.00,0.00,0.00,920,1020,925,1310,1068,1088,1006,862,1210,887,821,1104,868,-278.6,661.26,281.9,-391.6,-49.7,6
1255,-19.51,1.322,21700,0.00,19.14,3.00,23.51,0.00,31.65,0.00,0.09,0.45,902,946,773,967,1040,916,950,902,944,918,767,952,917,-295.7,661.1,281.9,-390.72,-49.6,6.11
1256,-18.27,0.674,27550,0.26,14.25,5.80,21.62,0.00,26.25,0.00,0.18,1.84,894,919,898,887,1078,887,882,1000,942,865,729,890,1012,-303.2,661,281.92,-389.84,-49.51,6.23
1257,-17.01,0.981,20733,0.17,19.04,11.39,28.69,0.00,28.73,0.00,0.43,2.89,872,883,563,1401,752,1057,919,853,1109,1145,1017,1012,1164,-298,660.9,281.94,-388.96,-49.41,6.34
1258,-14.39,0.672,31050,0.00,11.92,36.25,13.37,0.00,17.46,0.00,1.41,7.78,877,890,768,1961,797,1032,1249,818,1404,1142,1108,1175,1251,-292.4,660.8,281.96,-388.08,-49.32,6.45
1259,-16.64,0.978,18433,0.17,18.88,65.77,36.92,0.00,24.66,5.41,4.33,13.95,880,997,998,1734,930,1192,1158,897,1526,1030,1047,1185,1065,-282.2,660.7,281.98,-387.2,-49.22,6.56
1260,-17.91,1.005,20600,0.17,19.41,20.66,37.18,0.00,30.93,3.17,0.74,3.96,897,1117,1375,1145,568,775,1051,1298,1862,643,699,959,832,-291.5,660.6,282,-386.32,-49.13,6.68
1261,-17.52,0.975,12967,0.00,14.88,6.58,128.29,0.00,61.66,1.21,0.12,0.53,868,983,1244,897,276,432,1377,1677,1808,652,689,697,739,-302.6,660.56,282.02,-385.45,-49.03,6.79
1262,-16.78,1.308,13550,0.00,16.11,8.56,87.84,1.28,45.19,3.72,0.24,1.16,839,918,745,1111,86,476,1191,1190,1565,953,836,795,911,-296.8,660.52,282.04,-384.57,-48.93,6.9
1263,-17.14,1.333,18150,0.00,21.11,22.10,47.68,3.59,34.86,6.16,0.79,4.14,854,1055,1654,1160,452,1204,1307,1219,2158,863,984,1008,971,-282.9,660.48,282.06,-383.69,-48.84,7.01
1264,-15.72,0.971,17533,0.34,19.90,38.18,69.65,3.07,40.12,5.16,1.36,7.02,859,1057,1639,951,-196,565,1208,1214,2158,778,752,973,863,-288.6,660.44,282.08,-382.81,-48.74,7.13
1265,-15.94,0.665,24550,0.00,16.26,14.53,158.71,0.00,70.01,4.42,0.62,3.21,790,887,577,999,-823,80,1173,1146,1777,1112,958,709,922,-299.2,660.4,282.1,-381.93,-48.65,7.24
1266,-16.59,0.968,28333,0.00,14.24,7.60,140.08,0.00,64.47,2.47,0.00,1.51,859,1046,1838,603,-830,411,1330,1031,2022,876,806,1101,774,-289.8,660.42,282.12,-381.05,-48.55,7.35
1267,-17.90,1.298,15200,0.00,15.43,30.52,109.83,0.00,49.04,4.38,0.77,7.44,759,878,867,1079,-160,103,1048,1014,1632,1218,1013,712,1019,-289.6,660.44,282.14,-382.04,-48.69,7.47
1268,-15.69,0.992,18167,0.00,19.94,8.08,294.45,0.00,106.92,1.53,0.19,1.71,881,1001,1346,791,-286,612,1097,971,1505,1002,913,1210,867,-294,660.46,282.16,-383.03,-48.83,7.59
1269,-15.57,0.963,18833,0.00,24.30,7.07,444.22,0.00,147.50,2.97,0.16,0.94,824,902,1224,1088,554,763,1115,950,1324,1205,1108,998,1058,-283.1,660.48,282.18,-384.02,-48.97,7.71
1270,-19.31,0.962,19333,0.00,23.68,25.25,126.08,0.00,59.66,4.35,0.79,4.65,887,1057,1279,921,456,832,1114,995,1560,889,866,1165,938,-281.8,660.5,282.2,-385,-49.1,7.83
1271,-19.39,0.988,20333,0.00,12.21,8.10,44.74,0.00,33.48,1.13,0.16,0.76,852,937,355,1164,609,226,1267,940,807,1079,734,840,832,-294.3,660.58,282.22,-385.99,-49.24,7.95
1272,-19.38,1.288,18125,0.00,12.08,14.16,59.92,0.00,36.64,1.81,0.48,2.15,920,1018,1063,993,622,871,908,1017,1343,880,851,1162,961,-294,660.66,282.24,-386.98,-49.38,8.07
1273,-18.97,0.602,21150,0.00,13.23,12.02,67.82,0.00,45.26,1.91,0.37,1.59,894,975,1252,960,681,1011,1215,1342,1514,743,863,826,797,-283,660.74,282.26,-387.97,-49.52,8.18
1274,-19.50,1.284,21750,0.00,12.69,12.17,62.32,0.00,43.58,1.77,0.38,1.27,870,867,650,800,891,782,1113,1259,1106,901,950,614,933,-296.2,660.82,282.28,-388.96,-49.66,8.3
1275,-16.66,1.009,19200,0.00,12.13,6.43,61.90,0.00,43.14,0.00,0.09,0.00,947,970,737,736,459,1029,1255,1154,1157,787,918,950,710,-299.2,660.9,282.3,-389.95,-49.8,8.42
1276,-18.52,1.008,20800,0.00,18.35,13.96,284.91,0.00,107.95,2.80,0.61,2.48,906,917,715,1019,930,942,949,909,854,989,908,917,904,-286.4,661.02,282.34,-390.94,-49.94,8.54
1277,-18.46,0.979,19600,0.00,13.67,7.73,148.25,0.00,70.34,0.00,0.12,0.54,914,918,890,1055,1289,1145,1011,843,1066,1061,1103,1064,1022,-276.8,661.14,282.38,-391.92,-50.07,8.66
1278,-19.86,1.331,26600,0.00,12.19,16.01,99.37,0.00,50.86,0.00,0.69,2.71,1002,994,1066,1123,992,1169,1160,964,806,728,676,1081,580,-287.6,661.26,282.42,-392.91,-50.21,8.78
1279,-18.65,1.003,19700,0.00,14.44,1.78,138.07,0.00,69.13,0.00,0.00,0.00,933,1009,942,1166,784,1612,1227,929,654,912,805,795,626,-282.6,661.38,282.46,-393.9,-50.35,8.9
1280,-17.35,1.300,25125,0.00,15.72,0.38,126.97,0.00,66.54,0.00,0.00,0.00,972,949,646,866,909,1105,912,904,840,992,998,1046,875,-295.1,661.5,282.5,-393.74,-50.34,8.96
1281,-19.57,1.000,13267,0.00,9.96,0.00,70.42,0.00,44.61,0.00,0.00,0.00,1022,977,931,856,1036,1100,1000,981,803,778,815,1077,714,-297.9,661.66,282.52,-393.58,-50.33,9.02
1282,-19.83,0.999,15900,0.00,31.47,2.42,343.40,12.40,131.16,6.11,0.17,0.00,933,951,1363,772,1392,1389,1105,958,672,894,752,707,763,-300.5,661.82,282.54,-393.43,-50.31,9.07
1283,-19.22,1.321,23825,0.00,14.50,0.00,103.68,0.00,59.67,0.00,0.00,0.00,974,957,1454,903,1266,1202,1049,1057,683,675,641,871,717,-290.4,661.98,282.56,-393.27,-50.3,9.13
1284,-17.07,0.969,23267,0.00,13.91,0.00,61.76,0.00,44.61,0.00,0.00,0.00,901,948,1368,899,1105,1535,1160,1017,699,852,689,609,675,-281.1,662.14,282.58,-393.11,-50.29,9.19
1285,-17.87,0.994,18033,0.00,15.45,0.00,83.42,0.00,52.04,0.00,0.00,0.00,891,983,419,913,901,1168,1048,1094,713,1185,1015,707,867,-290.6,662.3,282.6,-392.95,-50.28,9.25
1286,-19.32,0.644,15150,0.00,15.85,0.00,104.79,0.00,59.78,0.00,0.00,0.00,917,921,717,904,932,1225,1010,958,709,975,934,762,826,-290.1,662.48,282.64,-392.79,-50.26,9.31
1287,-18.12,1.313,13525,0.00,18.93,0.00,272.34,0.00,109.07,0.00,0.00,0.00,885,932,593,947,1016,1220,1035,969,697,1037,996,667,875,-280.6,662.66,282.68,-392.63,-50.25,9.37
1288,-17.52,0.990,20967,0.00,18.95,0.00,76.21,0.00,52.82,0.00,0.00,0.00,919,946,825,1177,983,1267,1033,935,771,918,830,868,739,-275.1,662.84,282.72,-392.48,-50.24,9.42
1289,-16.69,0.962,18200,0.00,22.78,0.58,34.50,0.00,39.43,0.00,0.00,0.00,902,931,619,1027,938,1369,1132,988,809,955,1010,736,825,-277.8,663.02,282.76,-392.32,-50.23,9.48
1290,-16.13,0.987,14467,0.00,14.80,0.58,42.79,0.00,37.21,0.00,0.30,1.15,907,935,557,1104,1001,1104,970,895,764,1091,1026,892,909,-282,663.2,282.8,-392.16,-50.21,9.54
1291,-17.34,0.639,16450,0.00,17.32,3.08,84.01,0.00,43.99,4.20,0.67,2.59,929,922,506,986,864,1094,973,899,809,1040,1031,932,886,-290.3,663.42,282.82,-392,-50.2,9.6
1292,-16.23,0.665,12800,0.00,16.86,1.24,228.09,0.00,94.18,0.00,0.35,1.52,947,993,706,1081,407,1649,1436,1153,1042,739,882,898,472,-288.1,663.64,282.84,-391.6,-50.12,9.36
1293,-15.66,0.956,14633,0.00,19.73,0.00,368.92,0.00,137.03,0.00,0.00,0.00,893,1001,372,1090,-26,1725,1416,1248,865,874,1013,524,520,-284.2,663.86,282.86,-391.19,-50.04,9.12
1294,-18.26,0.981,12133,0.00,15.88,0.00,299.12,0.00,115.41,0.00,0.27,1.13,882,979,282,1046,457,1167,1326,988,730,1041,1008,675,692,-284.9,664.08,282.88,-390.79,-49.96,8.87
1295,-20.75,0.953,14233,0.33,17.74,1.30,46.51,0.00,41.25,0.00,0.25,0.88,897,975,17,583,-32,1262,1283,1152,1037,989,1162,662,684,-295.3,664.3,282.9,-390.38,-49.88,8.63
1296,-18.55,0.978,20367,0.00,17.40,0.00,42.29,0.00,42.86,0.00,0.00,0.00,899,946,-43,571,190,1120,1109,1083,1174,1051,1220,787,842,-300.3,664.54,282.92,-389.98,-49.8,8.39
1297,-18.14,0.977,16033,0.00,21.85,0.00,90.78,0.00,61.83,0.00,0.00,0.00,920,976,47,768,390,1034,905,839,1090,1141,1173,1076,818,-300.6,664.78,282.94,-389.57,-49.72,8.15
1298,-18.79,0.922,15600,0.00,22.13,0.00,43.18,0.00,49.73,0.00,0.00,0.00,909,974,354,736,551,1143,936,907,1294,1111,1214,1039,844,-296.3,665.02,282.96,-389.17,-49.63,7.9
1299,-19.37,0.921,16500,0.00,20.33,0.00,14.59,0.00,35.14,0.00,0.00,0.00,898,1037,-82,1374,527,607,944,1067,657,1414,1091,1088,754,-292.2,665.26,282.98,-388.77,-49.55,7.66
1300,-17.63,1.209,26100,0.00,16.58,0.26,7.98,0.00,32.58,0.00,0.00,0.00,874,967,570,1238,813,930,940,828,993,1230,1112,1071,892,-286,665.5,283,-388.36,-49.47,7.42
1301,-18.20,0.892,29933,0.00,15.75,0.35,7.47,0.00,35.15,0.00,0.00,0.00,871,1013,430,1303,676,672,1026,885,738,1297,1054,1035,801,-283,665.74,283.02,-387.96,-49.39,7.18
1302,-18.28,0.917,23967,0.37,18.60,0.00,5.30,0.00,34.28,0.00,0.00,0.00,891,1054,1128,1237,2161,1426,203,787,1530,1549,1581,1160,1050,-284.7,665.98,283.04,-387.55,-49.31,6.93
1303,-18.02,0.889,22300,0.00,19.36,0.00,7.84,0.00,33.82,0.00,0.00,0.00,929,1032,1065,1149,1479,1565,43,804,1567,1437,1451,1515,934,-285.8,666.22,283.06,-387.15,-49.23,6.69
1304,-17.63,1.201,15150,0.52,27.45,0.00,14.10,0.00,46.50,0.00,0.00,0.00,909,959,692,1729,2142,1619,704,666,1755,1515,1608,1396,1124,-286.6,666.46,283.08,-387.69,-49.32,6.87
1305,-17.59,0.600,24050,0.65,18.37,0.00,0.00,0.00,30.33,0.00,0.00,0.00,948,1040,830,830,1650,1626,50,916,1750,1446,1506,1620,935,-282.3,666.7,283.1,-388.23,-49.41,7.04
1306,-17.87,0.911,46533,0.37,16.67,1.16,2.33,0.00,29.45,0.00,0.00,0.00,893,998,1009,1103,1884,1435,947,795,1382,1327,1394,1212,950,-276.4,666.94,283.12,-388.76,-49.5,7.22
1307,-19.19,0.884,34200,0.00,24.16,0.39,15.79,0.00,41.49,0.00,0.00,0.00,856,981,694,1404,1522,1132,1177,819,1059,1379,1333,1034,1112,-277.2,667.18,283.14,-389.3,-49.59,7.39
1308,-19.02,0.909,15533,0.37,28.56,0.00,11.62,0.00,40.98,0.00,0.00,0.00,914,1019,754,1197,1677,1224,548,814,1296,1436,1359,1335,990,-282.2,667.42,283.16,-389.84,-49.68,7.57
1309,-18.97,0.881,24033,0.00,14.58,0.00,1.43,0.00,22.47,0.00,0.00,0.00,916,1019,659,1209,1606,1193,542,813,1275,1431,1338,1312,1001,-284.6,667.66,283.18,-390.38,-49.77,7.74
1310,-18.03,0.906,21067,0.00,14.71,0.00,1.31,0.00,23.78,0.00,0.00,0.00,929,997,700,1166,1889,1291,600,793,1474,1462,1417,1437,1097,-283,667.9,283.2,-390.91,-49.85,7.92
1311,-19.35,0.879,14967,0.00,15.15,0.73,8.63,0.00,24.55,0.00,0.00,0.00,1012,975,628,265,1510,1434,1213,1417,1940,697,886,1656,379,-277.1,668.14,283.22,-391.45,-49.94,8.1
1312,-18.75,1.187,23400,0.00,20.94,2.36,40.03,13.09,33.54,2.36,0.17,1.23,907,1051,356,503,1117,2081,1327,1292,1794,808,1223,731,531,-270.5,668.38,283.24,-391.99,-50.03,8.27
1313,-17.12,0.876,15833,0.00,11.44,0.00,2.61,0.00,18.55,0.00,0.00,0.00,951,1090,497,569,1969,2064,1349,1076,1989,808,1141,1185,666,-265.3,668.62,283.26,-392.53,-50.12,8.45
1314,-17.17,0.901,28967,0.00,11.61,0.00,0.86,0.00,20.66,0.00,0.00,0.00,940,1040,400,250,2359,2159,1504,1043,1988,925,1379,1053,736,-266.9,668.86,283.28,-393.06,-50.21,8.62
1315,-17.35,0.874,15633,0.00,14.97,0.00,0.00,0.00,24.48,0.00,0.00,0.00,949,1000,461,480,2042,2000,1473,1020,1774,955,1374,1073,845,-271.8,669.1,283.3,-393.6,-50.3,8.8
1316,-18.32,0.898,19867,0.00,12.64,0.00,0.00,0.00,19.60,0.00,0.00,0.00,939,922,531,640,1803,1811,1727,929,1653,1075,1503,1053,990,-278.5,669.34,283.3,-393.64,-50.3,8.79
1317,-19.05,1.178,17975,0.00,14.49,0.00,0.00,0.00,21.55,0.00,0.00,0.00,975,977,685,592,2187,1527,1163,954,1712,1100,1412,1317,984,-281.4,669.58,283.3,-393.68,-50.31,8.78
1318,-16.70,0.870,15867,0.00,14.88,0.00,4.21,0.00,28.08,0.00,0.00,0.00,1020,1088,670,820,1320,1671,1117,1140,1657,660,964,1193,663,-280.7,669.82,283.3,-393.72,-50.31,8.78
1319,-15.35,0.894,13600,0.00,8.50,0.00,0.00,0.00,18.05,0.00,0.00,0.00,913,937,640,860,917,1365,1077,974,808,951,1015,731,845,-285.4,670.06,283.3,-393.75,-50.32,8.77
1320,-17.47,1.173,16000,0.00,8.23,0.00,0.00,0.00,14.72,0.00,0.00,0.00,921,947,356,878,956,1145,939,921,916,1169,1194,918,992,-293.7,670.3,283.3,-393.79,-50.32,8.76
1321,-18.38,0.866,19300,0.00,9.20,0.00,0.00,0.00,17.20,0.00,0.00,0.00,990,996,475,698,764,1483,1090,1027,1168,832,1048,1032,676,-294.7,670.52,283.28,-393.83,-50.32,8.75
1322,-18.65,0.890,22300,0.00,13.70,0.00,2.73,0.00,24.06,0.00,0.00,0.00,957,944,906,830,968,1299,1020,979,795,843,886,857,759,-293.5,670.74,283.26,-393.87,-50.33,8.75
1323,-19.30,1.168,22375,0.00,16.34,0.56,13.55,0.00,22.38,0.00,0.21,0.00,997,975,639,739,1011,1198,969,993,1248,886,1112,1092,883,-295.1,670.96,283.24,-393.91,-50.33,8.74
1324,-16.44,1.445,24280,0.00,15.18,0.92,65.89,0.00,26.42,1.52,0.52,1.13,1047,1010,816,779,1063,975,841,988,1168,854,1006,1247,915,-299.7,671.18,283.22,-393.95,-50.33,8.73
1325,-18.67,0.760,25800,0.00,22.21,0.78,114.01,0.00,50.88,1.31,0.41,0.00,984,944,840,731,1183,1039,901,1068,1093,780,996,930,956,-298.2,671.4,283.2,-393.99,-50.34,8.72
1326,-18.21,0.708,13200,0.73,8.25,11.06,145.96,4.13,11.88,3.92,15.01,11.33,959,917,306,709,1005,1393,1357,1052,1469,914,1326,868,976,-295.7,671.78,283.18,-394.02,-50.34,8.72
1327,-16.78,1.388,15160,0.00,9.91,1.53,54.76,0.00,22.56,1.02,0.56,0.84,966,896,781,818,1043,939,914,922,1043,980,1102,1017,1068,-298.1,672.15,283.16,-394.06,-50.35,8.71
1328,-15.46,0.706,14000,0.00,23.24,0.52,140.83,0.00,70.53,0.00,0.17,0.45,1023,962,796,826,1054,903,948,989,1297,899,1143,1156,1071,-303.6,672.53,283.14,-394.1,-50.35,8.7
1329,-16.72,0.705,19900,0.00,7.05,1.19,22.68,0.00,15.26,0.00,0.44,0.00,1006,918,652,893,1019,886,1011,943,1313,995,1252,1128,1113,-304.7,672.9,283.12,-394.59,-50.4,8.58
1330,-18.04,1.156,11475,0.00,10.63,0.00,8.85,0.00,20.20,0.00,0.00,0.00,969,921,650,644,1210,1244,1052,989,1057,824,1080,767,889,-301.2,672.5,283.1,-395.08,-50.45,8.45
1331,-16.36,1.154,15800,0.00,14.36,0.00,8.72,0.00,25.73,0.00,0.00,0.00,1008,958,744,825,984,1067,943,993,1121,897,1092,1048,988,-296.4,672.66,283.06,-395.58,-50.49,8.33
1332,-17.48,0.702,17867,0.00,14.80,0.00,13.23,0.00,26.72,0.00,0.00,0.00,1012,983,862,835,1142,1192,1005,1081,1152,727,999,940,908,-292.2,672.82,283.02,-396.07,-50.54,8.2
1333,-18.76,0.926,11633,0.00,9.16,0.00,1.60,0.00,17.98,0.00,0.00,0.00,961,914,534,843,1251,1264,1218,975,1204,863,1218,746,1010,-292.2,672.98,282.98,-396.56,-50.59,8.08
1334,-17.75,1.374,20240,0.00,8.75,0.00,0.81,0.00,16.60,0.00,0.00,0.00,1010,945,798,910,1380,893,1007,1046,1257,765,1083,903,1044,-297.8,673.14,282.94,-397.05,-50.64,7.95
1335,-18.21,0.923,16800,0.00,12.38,0.00,23.02,0.00,35.01,0.00,0.00,0.00,950,861,826,914,1683,959,1147,966,1216,856,1178,723,1190,-289.5,673.3,282.9,-397.54,-50.69,7.83
1336,-16.20,0.698,10167,0.00,14.45,1.87,11.29,9.38,22.20,0.00,0.00,0.00,951,860,952,1115,1119,882,853,1034,1231,915,1133,931,1254,-277,673.46,282.86,-398.03,-50.74,7.7
1337,-18.21,1.144,13075,0.00,7.88,0.00,8.77,0.00,27.57,0.00,0.00,0.00,1072,946,765,786,1387,619,934,1106,1192,815,1044,977,923,-312.4,673.62,282.82,-398.53,-50.78,7.58
1338,-16.56,1.143,14700,0.00,12.80,0.00,16.17,0.00,28.45,0.00,0.00,0.00,966,899,917,659,1456,806,1056,1078,1269,945,1141,758,1119,-296,673.78,282.78,-399.02,-50.83,7.45
1339,-15.33,0.918,19133,0.00,13.86,0.00,25.25,0.00,37.75,0.00,0.00,0.00,971,894,1007,596,929,647,800,1166,1309,935,989,870,1177,-290.6,673.94,282.74,-399.51,-50.88,7.33
1340,-17.55,1.139,15700,0.00,15.42,0.00,38.84,0.00,40.70,0.00,0.00,0.00,1016,909,1214,674,1008,511,831,1211,1355,842,932,923,1131,-297.3,674.1,282.7,-400,-50.9,7.2
1341,-21.52,1.138,14675,0.00,14.64,0.00,20.58,0.00,31.75,0.00,0.00,0.00,954,898,949,623,958,672,841,1162,1281,1004,1037,856,1158,-290.2,674.22,282.64,-399.07,-50.78,7.2
1342,-19.24,0.914,18525,0.00,15.15,0.00,25.47,0.00,34.82,0.00,0.00,0.00,1018,949,893,1409,1009,866,1047,1113,1318,888,1170,1025,1093,-291.5,674.34,282.58,-398.13,-50.67,7.2
1343,-17.81,1.134,18350,0.00,18.13,0.55,32.59,0.00,40.81,0.00,0.00,0.00,928,841,989,579,885,570,858,1031,1203,964,986,775,1280,-297.4,674.46,282.52,-397.2,-50.55,7.2
1344,-19.36,1.133,21375,0.84,30.57,3.10,9.34,0.00,38.55,0.00,0.00,0.00,974,900,953,994,947,745,962,959,1097,935,1017,991,1156,-295.7,674.58,282.46,-396.27,-50.43,7.2
1345,-16.58,1.131,19175,1.06,68.80,1.57,74.08,0.00,83.04,0.00,0.00,0.00,926,866,1057,1325,1150,882,1099,872,1141,1040,1157,922,1359,-284.9,674.7,282.4,-395.33,-50.32,7.2
1346,-17.48,0.687,23800,0.00,39.97,1.34,4.72,0.00,44.41,0.00,0.00,0.00,966,1048,921,1253,1213,1346,1098,1091,1278,628,893,887,953,-273.2,674.82,282.46,-394.4,-50.2,7.2
1347,-18.02,1.569,11983,0.24,31.42,1.52,3.08,0.00,36.14,0.00,0.00,0.00,916,979,888,1154,1081,1303,1149,1000,1154,805,934,793,903,-268.6,674.94,282.52,-393.47,-50.08,7.2
1348,-17.25,1.126,19200,0.87,31.12,1.26,9.22,5.86,37.07,0.00,0.00,0.00,922,988,841,1246,1054,1409,1249,1076,1374,773,1021,818,897,-274.6,675.06,282.58,-392.53,-49.97,7.2
1349,-16.63,1.124,17200,1.49,57.66,0.00,40.91,0.00,70.74,0.00,0.00,0.00,883,907,917,1140,1126,1059,1058,987,1097,922,969,787,1065,-276.1,675.18,282.64,-391.6,-49.85,7.2
